sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Outagamie County,2020-05-04,-36.0,-11.0,48.0,-43.0,-41.0,17.0
Outagamie County,2020-05-05,-39.0,-5.0,44.0,-31.0,-41.0,18.0
Outagamie County,2020-05-06,-37.0,-8.0,111.0,-41.0,-41.0,16.0
Outagamie County,2020-05-07,-37.0,-2.0,109.0,-38.0,-42.0,17.0
Outagamie County,2020-05-08,-43.0,-4.0,9.0,-41.0,-43.0,21.0
Outagamie County,2020-05-09,-43.0,11.0,80.0,-32.0,-26.0,8.0
Outagamie County,2020-05-10,-46.0,-12.0,-21.0,-43.0,-24.0,8.0
Outagamie County,2020-05-11,-38.0,-13.0,70.0,-36.0,-39.0,17.0
Outagamie County,2020-05-12,-38.0,-6.0,114.0,-34.0,-40.0,17.0
Outagamie County,2020-05-13,-35.0,-8.0,82.0,-41.0,-40.0,17.0
Outagamie County,2020-05-14,-37.0,-7.0,57.0,-35.0,-41.0,18.0
Outagamie County,2020-05-15,-40.0,-6.0,121.0,-36.0,-42.0,16.0
Outagamie County,2020-05-16,-41.0,-4.0,133.0,-36.0,-21.0,6.0
Outagamie County,2020-05-17,-43.0,-21.0,-53.0,-49.0,-22.0,9.0
Outagamie County,2020-05-18,-32.0,-12.0,-23.0,-45.0,-38.0,17.0
Outagamie County,2020-05-19,-29.0,-3.0,73.0,-36.0,-37.0,16.0
Outagamie County,2020-05-20,-19.0,1.0,,-30.0,-37.0,13.0
Outagamie County,2020-05-21,-21.0,4.0,,-19.0,-38.0,13.0
Outagamie County,2020-05-22,-32.0,-3.0,83.0,-32.0,-43.0,13.0
Outagamie County,2020-05-23,-40.0,-5.0,81.0,-33.0,-21.0,5.0
Outagamie County,2020-05-24,-28.0,-8.0,110.0,-31.0,-21.0,1.0
Outagamie County,2020-05-25,-25.0,-4.0,,-57.0,-79.0,17.0
Outagamie County,2020-05-26,-20.0,-1.0,,-24.0,-35.0,13.0
Outagamie County,2020-05-27,-18.0,2.0,139.0,-30.0,-34.0,13.0
Outagamie County,2020-05-28,-23.0,-6.0,17.0,-30.0,-35.0,16.0
Outagamie County,2020-05-29,-27.0,-3.0,90.0,-27.0,-34.0,13.0
Outagamie County,2020-05-30,-29.0,1.0,176.0,-19.0,-5.0,3.0
Outagamie County,2020-05-31,-19.0,-6.0,162.0,-17.0,-2.0,1.0
Outagamie County,2020-06-01,-17.0,-3.0,82.0,-30.0,-32.0,12.0
Outagamie County,2020-06-02,-20.0,-2.0,96.0,-26.0,-33.0,12.0
Outagamie County,2020-06-03,-15.0,3.0,152.0,-26.0,-31.0,10.0
Outagamie County,2020-06-04,-14.0,6.0,,-16.0,-32.0,10.0
Outagamie County,2020-06-05,-21.0,1.0,110.0,-26.0,-33.0,11.0
Outagamie County,2020-06-06,-29.0,1.0,175.0,-27.0,-5.0,1.0
Outagamie County,2020-06-07,-15.0,-4.0,146.0,-21.0,-6.0,0.0
Outagamie County,2020-06-08,-8.0,1.0,,-21.0,-31.0,9.0
Outagamie County,2020-06-09,-14.0,-2.0,106.0,-31.0,-32.0,12.0
Outagamie County,2020-06-10,-11.0,-4.0,73.0,-34.0,-31.0,12.0
Outagamie County,2020-06-11,-7.0,5.0,,-13.0,-33.0,10.0
Outagamie County,2020-06-12,-18.0,0.0,118.0,-20.0,-34.0,9.0
Outagamie County,2020-06-13,-24.0,1.0,161.0,-18.0,-2.0,1.0
Outagamie County,2020-06-14,-10.0,-3.0,164.0,-10.0,-4.0,-1.0
Outagamie County,2020-06-15,-5.0,-1.0,,-17.0,-32.0,9.0
Outagamie County,2020-06-16,-10.0,2.0,,-19.0,-32.0,9.0
Outagamie County,2020-06-17,-7.0,5.0,,-27.0,-32.0,8.0
Outagamie County,2020-06-18,-9.0,5.0,,-13.0,-32.0,8.0
Outagamie County,2020-06-19,-17.0,-1.0,130.0,-21.0,-35.0,9.0
Outagamie County,2020-06-20,-20.0,4.0,45.0,-29.0,-6.0,4.0
Outagamie County,2020-06-21,-16.0,-1.0,164.0,-16.0,-1.0,-3.0
Outagamie County,2020-06-22,-8.0,-7.0,58.0,-22.0,-33.0,11.0
Outagamie County,2020-06-23,-8.0,0.0,,-18.0,-33.0,10.0
Outagamie County,2020-06-24,-6.0,0.0,,-30.0,-31.0,9.0
Outagamie County,2020-06-25,-6.0,5.0,,-11.0,-32.0,8.0
Outagamie County,2020-06-26,-20.0,-2.0,81.0,-27.0,-35.0,10.0
Outagamie County,2020-06-27,-28.0,2.0,178.0,-23.0,-5.0,-1.0
Outagamie County,2020-06-28,-15.0,-2.0,159.0,-13.0,-1.0,-3.0
Outagamie County,2020-06-29,-8.0,-2.0,106.0,-28.0,-34.0,10.0
Outagamie County,2020-06-30,-5.0,8.0,,-14.0,-33.0,9.0
Outagamie County,2020-07-01,-1.0,11.0,175.0,-17.0,-34.0,8.0
Outagamie County,2020-07-02,-2.0,21.0,,-8.0,-40.0,7.0
Outagamie County,2020-07-03,-19.0,7.0,91.0,-28.0,-62.0,12.0
Outagamie County,2020-07-04,-53.0,-12.0,71.0,-44.0,-26.0,0.0
Outagamie County,2020-07-05,-22.0,-15.0,65.0,-24.0,-10.0,-3.0
Outagamie County,2020-07-06,-6.0,0.0,,-24.0,-37.0,9.0
Outagamie County,2020-07-07,-9.0,0.0,,-21.0,-34.0,10.0
Outagamie County,2020-07-08,-6.0,3.0,,-25.0,-33.0,9.0
Outagamie County,2020-07-09,-11.0,1.0,102.0,-20.0,-34.0,11.0
Outagamie County,2020-07-10,-15.0,0.0,138.0,-20.0,-35.0,9.0
Outagamie County,2020-07-11,-27.0,1.0,178.0,-23.0,-5.0,-1.0
Outagamie County,2020-07-12,-12.0,-1.0,188.0,-16.0,-5.0,-2.0
Outagamie County,2020-07-13,-6.0,0.0,,-20.0,-33.0,8.0
Outagamie County,2020-07-14,-9.0,2.0,,-19.0,-33.0,10.0
Outagamie County,2020-07-15,-9.0,2.0,64.0,-33.0,-32.0,11.0
Outagamie County,2020-07-16,-9.0,8.0,,-13.0,-32.0,7.0
Outagamie County,2020-07-17,-18.0,1.0,118.0,-18.0,-34.0,8.0
Outagamie County,2020-07-18,-26.0,1.0,114.0,-19.0,-9.0,2.0
Outagamie County,2020-07-19,-12.0,-1.0,151.0,-21.0,-6.0,-2.0
Outagamie County,2020-07-20,-9.0,-1.0,,-21.0,-32.0,8.0
Outagamie County,2020-07-21,-9.0,2.0,,-15.0,-32.0,9.0
Outagamie County,2020-07-22,-6.0,4.0,,-29.0,-31.0,8.0
Outagamie County,2020-07-23,-8.0,6.0,,-16.0,-31.0,8.0
Outagamie County,2020-07-24,-20.0,1.0,144.0,-19.0,-34.0,8.0
Outagamie County,2020-07-25,-28.0,-1.0,188.0,-27.0,-6.0,0.0
Outagamie County,2020-07-26,-14.0,-6.0,91.0,-21.0,-8.0,0.0
Outagamie County,2020-07-27,-7.0,2.0,,-19.0,-32.0,8.0
Outagamie County,2020-07-28,-14.0,-1.0,,-25.0,-32.0,10.0
Outagamie County,2020-07-29,-9.0,3.0,,-20.0,-31.0,7.0
Outagamie County,2020-07-30,-9.0,5.0,,-16.0,-32.0,7.0
Outagamie County,2020-07-31,-19.0,2.0,143.0,-21.0,-34.0,7.0
Outagamie County,2020-08-01,-31.0,-1.0,181.0,-20.0,-5.0,-1.0
Outagamie County,2020-08-02,-18.0,-9.0,64.0,-26.0,-9.0,0.0
Outagamie County,2020-08-03,-6.0,2.0,,-17.0,-33.0,9.0
Outagamie County,2020-08-04,-11.0,2.0,,-22.0,-32.0,9.0
Outagamie County,2020-08-05,-8.0,1.0,,-27.0,-31.0,8.0
Outagamie County,2020-08-06,-9.0,4.0,,-16.0,-32.0,7.0
Outagamie County,2020-08-07,-20.0,-1.0,143.0,-26.0,-34.0,7.0
Outagamie County,2020-08-08,-26.0,-3.0,100.0,-24.0,-8.0,2.0
Outagamie County,2020-08-09,-15.0,-5.0,130.0,-19.0,-6.0,-2.0
Outagamie County,2020-08-10,-9.0,-3.0,,-24.0,-33.0,9.0
Outagamie County,2020-08-11,-10.0,1.0,,-23.0,-32.0,8.0
Outagamie County,2020-08-12,-8.0,1.0,,-26.0,-31.0,7.0
Outagamie County,2020-08-13,-9.0,2.0,,-24.0,-32.0,7.0
Outagamie County,2020-08-14,-20.0,-3.0,109.0,-24.0,-34.0,7.0
Outagamie County,2020-08-15,-24.0,-3.0,162.0,-31.0,-6.0,0.0
Outagamie County,2020-08-16,-14.0,-6.0,154.0,-20.0,-3.0,-3.0
Outagamie County,2020-08-17,-8.0,-2.0,,,-33.0,7.0
Outagamie County,2020-08-18,-11.0,-1.0,,,-31.0,8.0
Outagamie County,2020-08-19,-8.0,-1.0,,,-30.0,8.0
Outagamie County,2020-08-20,-9.0,3.0,,,-32.0,7.0
Outagamie County,2020-08-21,-18.0,-3.0,,,-32.0,7.0
Outagamie County,2020-08-22,-25.0,-4.0,,,-6.0,-1.0
Outagamie County,2020-08-23,-14.0,-4.0,,,-3.0,-2.0
Outagamie County,2020-08-24,-8.0,-5.0,,,-32.0,8.0
Outagamie County,2020-08-25,-14.0,-4.0,,,-31.0,9.0
Outagamie County,2020-08-26,-10.0,-3.0,,,-30.0,7.0
Outagamie County,2020-08-27,-12.0,-3.0,,,-31.0,8.0
Outagamie County,2020-08-28,-19.0,-5.0,,,-33.0,10.0
Outagamie County,2020-08-29,-23.0,-2.0,,,-3.0,-1.0
Outagamie County,2020-08-30,-12.0,-4.0,,,-4.0,-2.0
Outagamie County,2020-08-31,-5.0,-2.0,,,-30.0,8.0
Outagamie County,2020-09-01,-11.0,-1.0,,,-31.0,9.0
Outagamie County,2020-09-02,-13.0,-2.0,,,-29.0,7.0
Outagamie County,2020-09-03,-11.0,5.0,,,-31.0,7.0
Outagamie County,2020-09-04,-20.0,2.0,,,-34.0,5.0
Outagamie County,2020-09-05,-29.0,-6.0,,,-12.0,-1.0
Outagamie County,2020-09-06,-15.0,-11.0,,,-10.0,-1.0
Outagamie County,2020-09-07,-17.0,-8.0,,,-77.0,15.0
Outagamie County,2020-09-08,-18.0,-4.0,,,-33.0,10.0
Outagamie County,2020-09-09,-16.0,-7.0,,,-30.0,9.0
Outagamie County,2020-09-10,-13.0,-1.0,,,-30.0,7.0
Outagamie County,2020-09-11,-21.0,-5.0,118.0,-19.0,-29.0,7.0
Outagamie County,2020-09-12,-19.0,-3.0,65.0,-28.0,-4.0,3.0
Outagamie County,2020-09-13,-21.0,-8.0,136.0,-26.0,-5.0,0.0
Outagamie County,2020-09-14,-15.0,-5.0,119.0,-17.0,-26.0,7.0
Outagamie County,2020-09-15,-16.0,-4.0,,-9.0,-26.0,7.0
Outagamie County,2020-09-16,-16.0,-8.0,140.0,-21.0,-27.0,7.0
Outagamie County,2020-09-17,-16.0,-4.0,151.0,-14.0,-28.0,7.0
Outagamie County,2020-09-18,-22.0,-6.0,101.0,-23.0,-27.0,6.0
Outagamie County,2020-09-19,-20.0,-3.0,162.0,-17.0,-4.0,-1.0
Outagamie County,2020-09-20,-21.0,-7.0,137.0,-18.0,-2.0,-1.0
Outagamie County,2020-09-21,-15.0,-6.0,117.0,-18.0,-28.0,7.0
Outagamie County,2020-09-22,-18.0,-5.0,151.0,-26.0,-27.0,8.0
Outagamie County,2020-09-23,-17.0,-7.0,142.0,-29.0,-27.0,8.0
Outagamie County,2020-09-24,-17.0,-5.0,83.0,-30.0,-27.0,9.0
Outagamie County,2020-09-25,-23.0,-6.0,105.0,-29.0,-28.0,8.0
Outagamie County,2020-09-26,-25.0,-6.0,128.0,-35.0,-2.0,1.0
Outagamie County,2020-09-27,-22.0,-9.0,48.0,-21.0,-4.0,1.0
Outagamie County,2020-09-28,-17.0,-9.0,43.0,-30.0,-27.0,10.0
Outagamie County,2020-09-29,-22.0,-5.0,64.0,-27.0,-28.0,10.0
Outagamie County,2020-09-30,-18.0,-7.0,72.0,-20.0,-29.0,9.0
Outagamie County,2020-10-01,-18.0,-1.0,77.0,-15.0,-28.0,9.0
Outagamie County,2020-10-02,-26.0,-6.0,28.0,-27.0,-28.0,10.0
Outagamie County,2020-10-03,-26.0,-3.0,30.0,-30.0,-10.0,4.0
Outagamie County,2020-10-04,-21.0,-7.0,74.0,-25.0,-7.0,1.0
Outagamie County,2020-10-05,-23.0,-7.0,81.0,-24.0,-29.0,9.0
Outagamie County,2020-10-06,-24.0,-7.0,132.0,-23.0,-29.0,9.0
Outagamie County,2020-10-07,-22.0,-7.0,112.0,-23.0,-28.0,9.0
Outagamie County,2020-10-08,-24.0,-4.0,124.0,-18.0,-29.0,9.0
Outagamie County,2020-10-09,-29.0,-5.0,94.0,-30.0,-30.0,9.0
Outagamie County,2020-10-10,-28.0,-6.0,155.0,-25.0,-5.0,1.0
Outagamie County,2020-10-11,-25.0,-11.0,81.0,-17.0,-6.0,1.0
Outagamie County,2020-10-12,-25.0,-10.0,36.0,-28.0,-30.0,11.0
Outagamie County,2020-10-13,-23.0,-5.0,103.0,-19.0,-27.0,10.0
Outagamie County,2020-10-14,-23.0,-8.0,54.0,-24.0,-28.0,11.0
Outagamie County,2020-10-15,-20.0,-2.0,74.0,-15.0,-28.0,10.0
Outagamie County,2020-10-16,-26.0,-6.0,20.0,-33.0,-29.0,11.0
Outagamie County,2020-10-17,-23.0,0.0,55.0,-32.0,-8.0,5.0
Outagamie County,2020-10-18,-26.0,-11.0,32.0,-20.0,-7.0,3.0
Outagamie County,2020-10-19,-24.0,-9.0,32.0,-32.0,-27.0,10.0
Outagamie County,2020-10-20,-25.0,-9.0,39.0,-28.0,-28.0,11.0
Outagamie County,2020-10-21,-22.0,-9.0,33.0,-26.0,-28.0,10.0
Outagamie County,2020-10-22,-26.0,-10.0,-10.0,-27.0,-29.0,12.0
Outagamie County,2020-10-23,-23.0,-8.0,15.0,-31.0,-31.0,12.0
Outagamie County,2020-10-24,-23.0,-4.0,63.0,-29.0,-7.0,4.0
Outagamie County,2020-10-25,-27.0,-16.0,6.0,-24.0,-10.0,4.0
Outagamie County,2020-10-26,-20.0,-6.0,16.0,-29.0,-26.0,10.0
Outagamie County,2020-10-27,-22.0,-7.0,36.0,-29.0,-27.0,11.0
Outagamie County,2020-10-28,-19.0,-10.0,46.0,-25.0,-27.0,10.0
Outagamie County,2020-10-29,-18.0,-4.0,27.0,-22.0,-30.0,10.0
Outagamie County,2020-10-30,-22.0,-3.0,18.0,-29.0,-31.0,11.0
Outagamie County,2020-10-31,-28.0,2.0,95.0,-22.0,-6.0,3.0
Outagamie County,2020-11-01,-27.0,-14.0,-20.0,-29.0,-10.0,5.0
Outagamie County,2020-11-02,-22.0,-7.0,25.0,-29.0,-27.0,10.0
Outagamie County,2020-11-03,-19.0,-6.0,86.0,-30.0,-28.0,9.0
Outagamie County,2020-11-04,-24.0,-13.0,75.0,-30.0,-28.0,10.0
Outagamie County,2020-11-05,-24.0,-7.0,89.0,-21.0,-28.0,10.0
Outagamie County,2020-11-06,-26.0,-9.0,77.0,-31.0,-28.0,11.0
Outagamie County,2020-11-07,-23.0,-4.0,136.0,-29.0,-3.0,3.0
Outagamie County,2020-11-08,-18.0,-10.0,111.0,-31.0,-4.0,2.0
Outagamie County,2020-11-09,-20.0,-8.0,76.0,-27.0,-27.0,10.0
Outagamie County,2020-11-10,-26.0,-14.0,-12.0,-36.0,-28.0,13.0
Outagamie County,2020-11-11,-18.0,-6.0,19.0,-32.0,-29.0,11.0
Outagamie County,2020-11-12,-23.0,-6.0,38.0,-22.0,-28.0,11.0
Outagamie County,2020-11-13,-24.0,-6.0,-6.0,-33.0,-28.0,13.0
Outagamie County,2020-11-14,-19.0,0.0,11.0,-32.0,-4.0,6.0
Outagamie County,2020-11-15,-26.0,-16.0,-30.0,-34.0,-8.0,6.0
Ozaukee County,2020-02-15,11.0,-2.0,14.0,,4.0,0.0
Ozaukee County,2020-02-16,16.0,4.0,30.0,,-1.0,
Ozaukee County,2020-02-17,-2.0,-2.0,-12.0,,-6.0,2.0
Ozaukee County,2020-02-18,1.0,2.0,1.0,,-1.0,0.0
Ozaukee County,2020-02-19,-1.0,2.0,-4.0,,0.0,0.0
Ozaukee County,2020-02-20,-2.0,3.0,-7.0,,0.0,0.0
Ozaukee County,2020-02-21,1.0,-3.0,-1.0,,-3.0,1.0
Ozaukee County,2020-02-22,7.0,5.0,50.0,,8.0,-3.0
Ozaukee County,2020-02-23,12.0,7.0,60.0,,3.0,
Ozaukee County,2020-02-24,3.0,10.0,1.0,,1.0,0.0
Ozaukee County,2020-02-25,-5.0,-5.0,-5.0,,0.0,1.0
Ozaukee County,2020-02-26,-2.0,-2.0,-7.0,,0.0,0.0
Ozaukee County,2020-02-27,-1.0,0.0,-1.0,,1.0,0.0
Ozaukee County,2020-02-28,3.0,0.0,-3.0,,-1.0,1.0
Ozaukee County,2020-02-29,9.0,2.0,20.0,,11.0,-2.0
Ozaukee County,2020-03-01,15.0,8.0,107.0,,7.0,
Ozaukee County,2020-03-02,2.0,6.0,14.0,,3.0,0.0
Ozaukee County,2020-03-03,2.0,1.0,12.0,,1.0,0.0
Ozaukee County,2020-03-04,3.0,3.0,22.0,,2.0,-1.0
Ozaukee County,2020-03-05,0.0,6.0,12.0,,2.0,-1.0
Ozaukee County,2020-03-06,2.0,0.0,6.0,,3.0,0.0
Ozaukee County,2020-03-07,13.0,6.0,68.0,,8.0,-2.0
Ozaukee County,2020-03-08,20.0,9.0,,,5.0,
Ozaukee County,2020-03-09,-1.0,1.0,-8.0,,1.0,1.0
Ozaukee County,2020-03-10,2.0,3.0,20.0,,0.0,0.0
Ozaukee County,2020-03-11,4.0,7.0,3.0,,0.0,0.0
Ozaukee County,2020-03-12,10.0,27.0,16.0,,-1.0,1.0
Ozaukee County,2020-03-13,6.0,36.0,4.0,,-2.0,3.0
Ozaukee County,2020-03-14,-7.0,21.0,15.0,,3.0,4.0
Ozaukee County,2020-03-15,-6.0,7.0,59.0,,-4.0,
Ozaukee County,2020-03-16,-6.0,24.0,8.0,,-18.0,9.0
Ozaukee County,2020-03-17,-24.0,12.0,37.0,,-27.0,13.0
Ozaukee County,2020-03-18,-34.0,-1.0,-11.0,,-34.0,17.0
Ozaukee County,2020-03-19,-42.0,-3.0,1.0,,-38.0,20.0
Ozaukee County,2020-03-20,-39.0,7.0,12.0,,-40.0,22.0
Ozaukee County,2020-03-21,-52.0,-12.0,55.0,,-20.0,
Ozaukee County,2020-03-22,-55.0,-28.0,38.0,,-31.0,
Ozaukee County,2020-03-23,-41.0,-11.0,22.0,,-46.0,20.0
Ozaukee County,2020-03-24,-52.0,-20.0,28.0,,-51.0,24.0
Ozaukee County,2020-03-25,-55.0,-29.0,69.0,,-52.0,23.0
Ozaukee County,2020-03-26,-58.0,-26.0,2.0,,-53.0,26.0
Ozaukee County,2020-03-27,-55.0,-22.0,29.0,,-52.0,27.0
Ozaukee County,2020-03-28,-63.0,-33.0,4.0,,-30.0,
Ozaukee County,2020-03-29,-59.0,-35.0,11.0,,-37.0,
Ozaukee County,2020-03-30,-51.0,-25.0,21.0,,-52.0,22.0
Ozaukee County,2020-03-31,-53.0,-22.0,-1.0,,-52.0,25.0
Ozaukee County,2020-04-01,-50.0,-24.0,43.0,,-52.0,23.0
Ozaukee County,2020-04-02,-51.0,-20.0,66.0,,-53.0,24.0
Ozaukee County,2020-04-03,-51.0,-21.0,60.0,,-52.0,26.0
Ozaukee County,2020-04-04,-56.0,-23.0,95.0,,-32.0,
Ozaukee County,2020-04-05,-52.0,-29.0,,,-39.0,
Ozaukee County,2020-04-06,-48.0,-23.0,29.0,,-52.0,23.0
Ozaukee County,2020-04-07,-49.0,-22.0,75.0,,-54.0,23.0
Ozaukee County,2020-04-08,-52.0,-25.0,0.0,,-54.0,24.0
Ozaukee County,2020-04-09,-51.0,-16.0,9.0,,-54.0,24.0
Ozaukee County,2020-04-10,-50.0,-12.0,23.0,,-60.0,28.0
Ozaukee County,2020-04-11,-50.0,-10.0,131.0,,-37.0,
Ozaukee County,2020-04-12,-78.0,-52.0,27.0,,-52.0,
Ozaukee County,2020-04-13,-51.0,-27.0,-7.0,,-53.0,24.0
Ozaukee County,2020-04-14,-52.0,-22.0,-10.0,,-52.0,25.0
Ozaukee County,2020-04-15,-48.0,-20.0,5.0,,-52.0,25.0
Ozaukee County,2020-04-16,-47.0,-16.0,32.0,,-51.0,24.0
Ozaukee County,2020-04-17,-47.0,-17.0,23.0,,-51.0,26.0
Ozaukee County,2020-04-18,-47.0,-15.0,,,-29.0,
Ozaukee County,2020-04-19,-45.0,-23.0,137.0,,-39.0,
Ozaukee County,2020-04-20,-43.0,-20.0,42.0,,-49.0,22.0
Ozaukee County,2020-04-21,-46.0,-18.0,25.0,,-52.0,23.0
Ozaukee County,2020-04-22,-46.0,-20.0,11.0,,-51.0,24.0
Ozaukee County,2020-04-23,-46.0,-15.0,-2.0,,-50.0,24.0
Ozaukee County,2020-04-24,-46.0,-18.0,29.0,,-50.0,25.0
Ozaukee County,2020-04-25,-48.0,-16.0,89.0,,-28.0,
Ozaukee County,2020-04-26,-39.0,-16.0,,,-36.0,
Ozaukee County,2020-04-27,-41.0,-18.0,18.0,,-48.0,22.0
Ozaukee County,2020-04-28,-44.0,-19.0,11.0,,-50.0,17.0
Ozaukee County,2020-04-29,-46.0,-22.0,-21.0,,-50.0,25.0
Ozaukee County,2020-04-30,-39.0,-13.0,35.0,,-49.0,23.0
Ozaukee County,2020-05-01,-36.0,-12.0,80.0,,-48.0,22.0
Ozaukee County,2020-05-02,-40.0,-7.0,,,-28.0,
Ozaukee County,2020-05-03,-32.0,-14.0,,,-32.0,
Ozaukee County,2020-05-04,-35.0,-11.0,24.0,,-47.0,20.0
Ozaukee County,2020-05-05,-38.0,-7.0,24.0,,-48.0,22.0
Ozaukee County,2020-05-06,-36.0,-12.0,91.0,,-46.0,20.0
Ozaukee County,2020-05-07,-36.0,-8.0,80.0,,-47.0,21.0
Ozaukee County,2020-05-08,-40.0,-5.0,27.0,,-47.0,23.0
Ozaukee County,2020-05-09,-36.0,10.0,,,-26.0,
Ozaukee County,2020-05-10,-41.0,-6.0,12.0,,-32.0,
Ozaukee County,2020-05-11,-36.0,-18.0,40.0,,-46.0,19.0
Ozaukee County,2020-05-12,-37.0,-13.0,87.0,,-47.0,20.0
Ozaukee County,2020-05-13,-30.0,-11.0,91.0,,-45.0,20.0
Ozaukee County,2020-05-14,-35.0,-15.0,32.0,,-47.0,21.0
Ozaukee County,2020-05-15,-28.0,-8.0,161.0,,-46.0,18.0
Ozaukee County,2020-05-16,-33.0,-8.0,,,-21.0,
Ozaukee County,2020-05-17,-44.0,-27.0,-16.0,,-27.0,
Ozaukee County,2020-05-18,-28.0,-12.0,-2.0,,-44.0,19.0
Ozaukee County,2020-05-19,-29.0,-12.0,18.0,,-45.0,20.0
Ozaukee County,2020-05-20,-18.0,-7.0,104.0,,-42.0,17.0
Ozaukee County,2020-05-21,-15.0,2.0,104.0,,-43.0,16.0
Ozaukee County,2020-05-22,-22.0,-3.0,104.0,,-45.0,17.0
Ozaukee County,2020-05-23,-28.0,-6.0,,,-16.0,
Ozaukee County,2020-05-24,-11.0,-2.0,,,-21.0,
Ozaukee County,2020-05-25,-24.0,-10.0,188.0,,-82.0,22.0
Ozaukee County,2020-05-26,-18.0,-7.0,93.0,,-41.0,17.0
Ozaukee County,2020-05-27,-12.0,-5.0,118.0,,-39.0,16.0
Ozaukee County,2020-05-28,-20.0,-8.0,31.0,,-40.0,18.0
Ozaukee County,2020-05-29,-19.0,-9.0,119.0,,-41.0,16.0
Ozaukee County,2020-05-30,-17.0,-3.0,,,-1.0,5.0
Ozaukee County,2020-05-31,-8.0,-3.0,,,-9.0,
Ozaukee County,2020-06-01,-11.0,-3.0,82.0,,-39.0,14.0
Ozaukee County,2020-06-02,-13.0,-1.0,107.0,,-38.0,15.0
Ozaukee County,2020-06-03,-8.0,0.0,98.0,,-38.0,14.0
Ozaukee County,2020-06-04,-5.0,1.0,137.0,,-38.0,14.0
Ozaukee County,2020-06-05,-13.0,-1.0,117.0,,-37.0,14.0
Ozaukee County,2020-06-06,-12.0,1.0,,,-2.0,3.0
Ozaukee County,2020-06-07,-3.0,-6.0,,,-8.0,
Ozaukee County,2020-06-08,-5.0,-2.0,126.0,,-38.0,12.0
Ozaukee County,2020-06-09,-14.0,-5.0,64.0,,-38.0,15.0
Ozaukee County,2020-06-10,-9.0,-7.0,46.0,,-37.0,15.0
Ozaukee County,2020-06-11,-2.0,3.0,141.0,,-36.0,12.0
Ozaukee County,2020-06-12,-8.0,0.0,135.0,,-36.0,12.0
Ozaukee County,2020-06-13,-14.0,0.0,,,1.0,3.0
Ozaukee County,2020-06-14,0.0,-1.0,,,-7.0,
Ozaukee County,2020-06-15,-2.0,3.0,142.0,,-37.0,11.0
Ozaukee County,2020-06-16,-6.0,0.0,171.0,,-36.0,12.0
Ozaukee County,2020-06-17,-2.0,5.0,173.0,,-37.0,11.0
Ozaukee County,2020-06-18,-1.0,6.0,209.0,,-37.0,11.0
Ozaukee County,2020-06-19,-8.0,4.0,,,-37.0,11.0
Ozaukee County,2020-06-20,-14.0,8.0,,,-2.0,4.0
Ozaukee County,2020-06-21,-3.0,3.0,,,-1.0,
Ozaukee County,2020-06-22,-7.0,-5.0,71.0,,-38.0,13.0
Ozaukee County,2020-06-23,-10.0,-3.0,120.0,,-38.0,13.0
Ozaukee County,2020-06-24,0.0,-1.0,126.0,,-36.0,12.0
Ozaukee County,2020-06-25,2.0,5.0,204.0,,-36.0,10.0
Ozaukee County,2020-06-26,-11.0,0.0,97.0,,-37.0,14.0
Ozaukee County,2020-06-27,-5.0,4.0,,,0.0,0.0
Ozaukee County,2020-06-28,3.0,1.0,,,-3.0,
Ozaukee County,2020-06-29,-1.0,1.0,108.0,,-38.0,12.0
Ozaukee County,2020-06-30,-2.0,0.0,170.0,,-36.0,11.0
Ozaukee County,2020-07-01,8.0,8.0,171.0,,-38.0,10.0
Ozaukee County,2020-07-02,11.0,15.0,181.0,,-42.0,9.0
Ozaukee County,2020-07-03,-5.0,13.0,228.0,,-64.0,16.0
Ozaukee County,2020-07-04,-41.0,-11.0,,,-26.0,
Ozaukee County,2020-07-05,-9.0,-14.0,,,-14.0,
Ozaukee County,2020-07-06,1.0,0.0,141.0,,-42.0,11.0
Ozaukee County,2020-07-07,-9.0,-4.0,109.0,,-39.0,13.0
Ozaukee County,2020-07-08,3.0,2.0,154.0,,-38.0,11.0
Ozaukee County,2020-07-09,-5.0,-2.0,106.0,,-38.0,13.0
Ozaukee County,2020-07-10,-5.0,0.0,160.0,,-39.0,12.0
Ozaukee County,2020-07-11,-12.0,2.0,,,2.0,1.0
Ozaukee County,2020-07-12,2.0,-4.0,,,-5.0,
Ozaukee County,2020-07-13,1.0,-2.0,,,-37.0,10.0
Ozaukee County,2020-07-14,-4.0,0.0,159.0,,-38.0,12.0
Ozaukee County,2020-07-15,-10.0,-8.0,55.0,,-35.0,13.0
Ozaukee County,2020-07-16,3.0,7.0,212.0,,-36.0,10.0
Ozaukee County,2020-07-17,-6.0,0.0,,,-38.0,10.0
Ozaukee County,2020-07-18,-17.0,-5.0,,,-3.0,2.0
Ozaukee County,2020-07-19,-3.0,-6.0,,,-8.0,
Ozaukee County,2020-07-20,-2.0,-1.0,166.0,,-38.0,10.0
Ozaukee County,2020-07-21,-8.0,-5.0,171.0,,-37.0,12.0
Ozaukee County,2020-07-22,1.0,-2.0,167.0,,-37.0,10.0
Ozaukee County,2020-07-23,0.0,3.0,184.0,,-36.0,10.0
