sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,infection_count
Racine County,2020-10-28,-10.0,-5.0,-28.0,8.0,8251.0
Racine County,2020-10-29,-10.0,-7.0,-29.0,9.0,8414.0
Racine County,2020-10-30,-11.0,-2.0,-28.0,9.0,8724.0
Racine County,2020-10-31,-8.0,5.0,-6.0,2.0,8962.0
Racine County,2020-11-01,-17.0,-11.0,-13.0,4.0,9033.0
Racine County,2020-11-02,-10.0,-4.0,-27.0,8.0,9199.0
Racine County,2020-11-03,0.0,2.0,-28.0,8.0,9448.0
Racine County,2020-11-04,-16.0,-9.0,-29.0,9.0,9641.0
Racine County,2020-11-05,-12.0,-4.0,-28.0,9.0,9909.0
Racine County,2020-11-06,-14.0,-8.0,-27.0,9.0,10209.0
Racine County,2020-11-07,-5.0,-2.0,-4.0,3.0,10477.0
Racine County,2020-11-08,-10.0,-8.0,-10.0,2.0,10620.0
Racine County,2020-11-09,-11.0,-7.0,-28.0,8.0,10793.0
Racine County,2020-11-10,-19.0,-12.0,-28.0,10.0,11135.0
Racine County,2020-11-11,-14.0,-4.0,-31.0,10.0,11411.0
Racine County,2020-11-12,-16.0,-6.0,-29.0,10.0,11735.0
Racine County,2020-11-13,-20.0,-7.0,-27.0,11.0,12178.0
Racine County,2020-11-14,-13.0,-3.0,-5.0,5.0,12325.0
Racine County,2020-11-15,-24.0,-13.0,-14.0,5.0,12423.0
Rock County,2020-02-15,12.0,9.0,2.0,-1.0,0.0
Rock County,2020-02-16,11.0,3.0,0.0,-2.0,0.0
Rock County,2020-02-17,-12.0,-12.0,-4.0,3.0,0.0
Rock County,2020-02-18,1.0,2.0,0.0,0.0,0.0
Rock County,2020-02-19,1.0,0.0,0.0,0.0,0.0
Rock County,2020-02-20,0.0,-3.0,-1.0,1.0,0.0
Rock County,2020-02-21,3.0,-3.0,-2.0,1.0,0.0
Rock County,2020-02-22,18.0,11.0,4.0,-2.0,0.0
Rock County,2020-02-23,15.0,7.0,2.0,-2.0,0.0
Rock County,2020-02-24,5.0,4.0,1.0,0.0,0.0
Rock County,2020-02-25,-2.0,-5.0,1.0,1.0,0.0
Rock County,2020-02-26,8.0,-3.0,0.0,0.0,0.0
Rock County,2020-02-27,6.0,0.0,1.0,0.0,0.0
Rock County,2020-02-28,9.0,1.0,0.0,0.0,0.0
Rock County,2020-02-29,23.0,12.0,2.0,-3.0,0.0
Rock County,2020-03-01,22.0,8.0,2.0,-3.0,0.0
Rock County,2020-03-02,10.0,4.0,2.0,0.0,0.0
Rock County,2020-03-03,10.0,4.0,-1.0,0.0,0.0
Rock County,2020-03-04,13.0,3.0,2.0,-1.0,0.0
Rock County,2020-03-05,5.0,-1.0,-2.0,1.0,0.0
Rock County,2020-03-06,8.0,2.0,-4.0,1.0,0.0
Rock County,2020-03-07,24.0,16.0,6.0,-3.0,0.0
Rock County,2020-03-08,20.0,10.0,3.0,-2.0,0.0
Rock County,2020-03-09,2.0,-4.0,1.0,1.0,0.0
Rock County,2020-03-10,8.0,4.0,1.0,0.0,0.0
Rock County,2020-03-11,10.0,7.0,1.0,0.0,0.0
Rock County,2020-03-12,7.0,26.0,0.0,0.0,0.0
Rock County,2020-03-13,5.0,31.0,0.0,1.0,0.0
Rock County,2020-03-14,4.0,34.0,2.0,2.0,0.0
Rock County,2020-03-15,-1.0,14.0,-5.0,2.0,0.0
Rock County,2020-03-16,-8.0,19.0,-14.0,6.0,0.0
Rock County,2020-03-17,-15.0,15.0,-18.0,8.0,0.0
Rock County,2020-03-18,-31.0,5.0,-24.0,11.0,0.0
Rock County,2020-03-19,-37.0,2.0,-28.0,14.0,0.0
Rock County,2020-03-20,-37.0,13.0,-30.0,16.0,2.0
Rock County,2020-03-21,-41.0,5.0,-18.0,10.0,3.0
Rock County,2020-03-22,-49.0,-22.0,-24.0,9.0,3.0
Rock County,2020-03-23,-35.0,-6.0,-34.0,15.0,3.0
Rock County,2020-03-24,-44.0,-18.0,-39.0,17.0,3.0
Rock County,2020-03-25,-46.0,-20.0,-41.0,17.0,4.0
Rock County,2020-03-26,-48.0,-21.0,-42.0,20.0,8.0
Rock County,2020-03-27,-48.0,-21.0,-43.0,21.0,12.0
Rock County,2020-03-28,-52.0,-18.0,-28.0,13.0,12.0
Rock County,2020-03-29,-52.0,-30.0,-34.0,11.0,14.0
Rock County,2020-03-30,-39.0,-21.0,-41.0,16.0,15.0
Rock County,2020-03-31,-44.0,-23.0,-44.0,18.0,16.0
Rock County,2020-04-01,-37.0,-12.0,-43.0,17.0,17.0
Rock County,2020-04-02,-40.0,-14.0,-44.0,18.0,19.0
Rock County,2020-04-03,-42.0,-14.0,-43.0,20.0,20.0
Rock County,2020-04-04,-43.0,-7.0,-27.0,11.0,20.0
Rock County,2020-04-05,-43.0,-18.0,-31.0,8.0,28.0
Rock County,2020-04-06,-40.0,-21.0,-42.0,17.0,34.0
Rock County,2020-04-07,-36.0,-17.0,-43.0,17.0,37.0
Rock County,2020-04-08,-43.0,-18.0,-44.0,18.0,37.0
Rock County,2020-04-09,-43.0,-12.0,-43.0,19.0,47.0
Rock County,2020-04-10,-41.0,-10.0,-53.0,23.0,51.0
Rock County,2020-04-11,-41.0,6.0,-33.0,11.0,53.0
Rock County,2020-04-12,-63.0,-49.0,-41.0,10.0,56.0
Rock County,2020-04-13,-40.0,-17.0,-42.0,18.0,60.0
Rock County,2020-04-14,-41.0,-19.0,-43.0,18.0,59.0
Rock County,2020-04-15,-32.0,-11.0,-42.0,17.0,62.0
Rock County,2020-04-16,-34.0,-11.0,-43.0,18.0,63.0
Rock County,2020-04-17,-41.0,-18.0,-43.0,20.0,63.0
Rock County,2020-04-18,-33.0,-3.0,-24.0,10.0,68.0
Rock County,2020-04-19,-32.0,-16.0,-27.0,7.0,74.0
Rock County,2020-04-20,-30.0,-20.0,-42.0,16.0,80.0
Rock County,2020-04-21,-32.0,-10.0,-43.0,17.0,83.0
Rock County,2020-04-22,-33.0,-11.0,-43.0,17.0,86.0
Rock County,2020-04-23,-38.0,-11.0,-42.0,18.0,99.0
Rock County,2020-04-24,-39.0,-15.0,-43.0,20.0,120.0
Rock County,2020-04-25,-36.0,-3.0,-28.0,10.0,151.0
Rock County,2020-04-26,-28.0,-11.0,-28.0,6.0,151.0
Rock County,2020-04-27,-33.0,-14.0,-41.0,17.0,164.0
Rock County,2020-04-28,-30.0,-10.0,-43.0,11.0,178.0
Rock County,2020-04-29,-37.0,-12.0,-43.0,19.0,183.0
Rock County,2020-04-30,-27.0,0.0,-41.0,16.0,198.0
Rock County,2020-05-01,-28.0,-1.0,-42.0,16.0,222.0
Rock County,2020-05-02,-26.0,9.0,-25.0,6.0,243.0
Rock County,2020-05-03,-21.0,-1.0,-25.0,4.0,262.0
Rock County,2020-05-04,-20.0,-4.0,-40.0,14.0,289.0
Rock County,2020-05-05,-27.0,1.0,-41.0,16.0,301.0
Rock County,2020-05-06,-23.0,0.0,-40.0,14.0,311.0
Rock County,2020-05-07,-26.0,-1.0,-40.0,15.0,324.0
Rock County,2020-05-08,-30.0,-1.0,-39.0,17.0,343.0
Rock County,2020-05-09,-22.0,19.0,-21.0,6.0,347.0
Rock County,2020-05-10,-31.0,-3.0,-24.0,7.0,354.0
Rock County,2020-05-11,-25.0,-8.0,-37.0,14.0,361.0
Rock County,2020-05-12,-23.0,-6.0,-37.0,13.0,369.0
Rock County,2020-05-13,-21.0,-5.0,-37.0,14.0,380.0
Rock County,2020-05-14,-28.0,-3.0,-38.0,16.0,393.0
Rock County,2020-05-15,-27.0,-6.0,-38.0,14.0,406.0
Rock County,2020-05-16,-23.0,8.0,-15.0,5.0,422.0
Rock County,2020-05-17,-33.0,-11.0,-22.0,8.0,429.0
Rock County,2020-05-18,-23.0,-6.0,-35.0,13.0,432.0
Rock County,2020-05-19,-24.0,-7.0,-36.0,14.0,438.0
Rock County,2020-05-20,-17.0,-3.0,-35.0,12.0,452.0
Rock County,2020-05-21,-12.0,-2.0,-35.0,12.0,493.0
Rock County,2020-05-22,-16.0,-1.0,-38.0,12.0,520.0
Rock County,2020-05-23,-20.0,3.0,-18.0,6.0,529.0
Rock County,2020-05-24,-2.0,11.0,-19.0,0.0,545.0
Rock County,2020-05-25,-5.0,3.0,-77.0,20.0,569.0
Rock County,2020-05-26,-4.0,1.0,-34.0,11.0,583.0
Rock County,2020-05-27,-2.0,2.0,-32.0,11.0,588.0
Rock County,2020-05-28,-11.0,0.0,-32.0,13.0,607.0
Rock County,2020-05-29,-12.0,-2.0,-30.0,11.0,620.0
Rock County,2020-05-30,-4.0,16.0,-1.0,2.0,632.0
Rock County,2020-05-31,0.0,4.0,-5.0,1.0,636.0
Rock County,2020-06-01,-1.0,2.0,-29.0,9.0,639.0
Rock County,2020-06-02,-4.0,5.0,-30.0,9.0,646.0
Rock County,2020-06-03,2.0,7.0,-29.0,9.0,658.0
Rock County,2020-06-04,-4.0,7.0,-29.0,9.0,671.0
Rock County,2020-06-05,-8.0,1.0,-30.0,10.0,682.0
Rock County,2020-06-06,-1.0,19.0,-5.0,0.0,685.0
Rock County,2020-06-07,5.0,8.0,-7.0,-1.0,685.0
Rock County,2020-06-08,2.0,3.0,-29.0,8.0,707.0
Rock County,2020-06-09,-9.0,-4.0,-31.0,11.0,714.0
Rock County,2020-06-10,0.0,1.0,-30.0,10.0,724.0
Rock County,2020-06-11,0.0,5.0,-30.0,8.0,729.0
Rock County,2020-06-12,-3.0,1.0,-30.0,9.0,744.0
Rock County,2020-06-13,3.0,19.0,-2.0,0.0,752.0
Rock County,2020-06-14,9.0,6.0,-3.0,-2.0,754.0
Rock County,2020-06-15,5.0,0.0,-29.0,7.0,754.0
Rock County,2020-06-16,4.0,2.0,-29.0,8.0,761.0
Rock County,2020-06-17,7.0,4.0,-29.0,8.0,767.0
Rock County,2020-06-18,2.0,5.0,-30.0,7.0,773.0
Rock County,2020-06-19,-2.0,4.0,-31.0,8.0,777.0
Rock County,2020-06-20,5.0,22.0,-5.0,2.0,783.0
Rock County,2020-06-21,8.0,11.0,-3.0,-3.0,791.0
Rock County,2020-06-22,1.0,-6.0,-32.0,9.0,791.0
Rock County,2020-06-23,2.0,0.0,-30.0,8.0,800.0
Rock County,2020-06-24,5.0,1.0,-29.0,8.0,816.0
Rock County,2020-06-25,3.0,4.0,-30.0,7.0,819.0
Rock County,2020-06-26,-7.0,-4.0,-32.0,11.0,827.0
Rock County,2020-06-27,1.0,18.0,-2.0,-1.0,839.0
Rock County,2020-06-28,8.0,5.0,-2.0,-1.0,848.0
Rock County,2020-06-29,-4.0,-10.0,-31.0,9.0,853.0
Rock County,2020-06-30,7.0,7.0,-32.0,8.0,864.0
Rock County,2020-07-01,13.0,12.0,-32.0,7.0,873.0
Rock County,2020-07-02,16.0,20.0,-36.0,7.0,882.0
Rock County,2020-07-03,6.0,22.0,-59.0,13.0,897.0
Rock County,2020-07-04,-27.0,8.0,-28.0,1.0,897.0
Rock County,2020-07-05,-2.0,-3.0,-10.0,-1.0,899.0
Rock County,2020-07-06,5.0,1.0,-35.0,8.0,940.0
Rock County,2020-07-07,-3.0,-4.0,-33.0,9.0,947.0
Rock County,2020-07-08,3.0,2.0,-31.0,8.0,964.0
Rock County,2020-07-09,-5.0,-2.0,-32.0,10.0,982.0
Rock County,2020-07-10,-4.0,1.0,-30.0,8.0,1008.0
Rock County,2020-07-11,-1.0,12.0,-2.0,1.0,1023.0
Rock County,2020-07-12,4.0,2.0,-5.0,-1.0,1041.0
Rock County,2020-07-13,3.0,0.0,-30.0,7.0,1041.0
Rock County,2020-07-14,-1.0,1.0,-32.0,8.0,1071.0
Rock County,2020-07-15,-4.0,-3.0,-31.0,10.0,1081.0
Rock County,2020-07-16,-1.0,6.0,-30.0,7.0,1103.0
Rock County,2020-07-17,-6.0,1.0,-31.0,9.0,1124.0
Rock County,2020-07-18,-5.0,11.0,-7.0,1.0,1143.0
Rock County,2020-07-19,1.0,2.0,-8.0,0.0,1171.0
Rock County,2020-07-20,0.0,-6.0,-31.0,7.0,1171.0
Rock County,2020-07-21,-3.0,-3.0,-32.0,9.0,1200.0
Rock County,2020-07-22,1.0,1.0,-30.0,7.0,1228.0
Rock County,2020-07-23,-2.0,0.0,-30.0,7.0,1244.0
Rock County,2020-07-24,-6.0,0.0,-31.0,8.0,1255.0
Rock County,2020-07-25,-5.0,12.0,-6.0,0.0,1279.0
Rock County,2020-07-26,-3.0,-1.0,-8.0,0.0,1290.0
Rock County,2020-07-27,0.0,-4.0,-31.0,7.0,1299.0
Rock County,2020-07-28,-2.0,-4.0,-30.0,7.0,1305.0
Rock County,2020-07-29,2.0,-3.0,-30.0,7.0,1325.0
Rock County,2020-07-30,-3.0,1.0,-30.0,7.0,1330.0
Rock County,2020-07-31,-6.0,0.0,-31.0,7.0,1342.0
Rock County,2020-08-01,-3.0,15.0,-4.0,-1.0,1357.0
Rock County,2020-08-02,-1.0,5.0,-7.0,0.0,1366.0
Rock County,2020-08-03,1.0,0.0,-30.0,7.0,1371.0
Rock County,2020-08-04,-1.0,1.0,-30.0,7.0,1375.0
Rock County,2020-08-05,-1.0,-1.0,-30.0,7.0,1382.0
Rock County,2020-08-06,-2.0,1.0,-30.0,7.0,1395.0
Rock County,2020-08-07,-7.0,-2.0,-30.0,7.0,1410.0
Rock County,2020-08-08,-4.0,14.0,-2.0,-1.0,1425.0
Rock County,2020-08-09,-4.0,-1.0,-8.0,0.0,1432.0
Rock County,2020-08-10,-11.0,-14.0,-32.0,9.0,1441.0
Rock County,2020-08-11,3.0,2.0,-30.0,7.0,1444.0
Rock County,2020-08-12,2.0,-1.0,-30.0,6.0,1447.0
Rock County,2020-08-13,-2.0,-2.0,-31.0,7.0,1462.0
Rock County,2020-08-14,-8.0,-5.0,-31.0,7.0,1470.0
Rock County,2020-08-15,-5.0,7.0,-5.0,0.0,1477.0
Rock County,2020-08-16,0.0,-1.0,-5.0,-2.0,1484.0
Rock County,2020-08-17,-1.0,-6.0,-31.0,7.0,1494.0
Rock County,2020-08-18,-4.0,-7.0,-30.0,7.0,1494.0
Rock County,2020-08-19,-1.0,-4.0,-30.0,6.0,1506.0
Rock County,2020-08-20,-2.0,-5.0,-29.0,7.0,1514.0
Rock County,2020-08-21,-7.0,-6.0,-29.0,7.0,1535.0
Rock County,2020-08-22,-3.0,9.0,-1.0,-1.0,1554.0
Rock County,2020-08-23,-1.0,0.0,-3.0,-1.0,1560.0
Rock County,2020-08-24,-4.0,-6.0,-29.0,6.0,1571.0
Rock County,2020-08-25,-3.0,-8.0,-30.0,6.0,1582.0
Rock County,2020-08-26,-2.0,-5.0,-28.0,7.0,1597.0
Rock County,2020-08-27,-6.0,-4.0,-27.0,7.0,1613.0
Rock County,2020-08-28,-7.0,-7.0,-27.0,8.0,1641.0
Rock County,2020-08-29,-1.0,11.0,1.0,-2.0,1667.0
Rock County,2020-08-30,6.0,0.0,-4.0,-2.0,1667.0
Rock County,2020-08-31,-3.0,-8.0,-29.0,7.0,1686.0
Rock County,2020-09-01,2.0,-2.0,-30.0,6.0,1704.0
Rock County,2020-09-02,0.0,-3.0,-28.0,5.0,1718.0
Rock County,2020-09-03,-2.0,0.0,-27.0,5.0,1735.0
Rock County,2020-09-04,-3.0,-1.0,-29.0,5.0,1763.0
Rock County,2020-09-05,-6.0,14.0,-9.0,-1.0,1786.0
Rock County,2020-09-06,-5.0,-6.0,-12.0,0.0,1822.0
Rock County,2020-09-07,2.0,-7.0,-75.0,17.0,1839.0
Rock County,2020-09-08,-15.0,-10.0,-34.0,9.0,1862.0
Rock County,2020-09-09,-12.0,-5.0,-29.0,8.0,1875.0
Rock County,2020-09-10,-13.0,-10.0,-27.0,7.0,1926.0
Rock County,2020-09-11,-16.0,-15.0,-25.0,7.0,1959.0
Rock County,2020-09-12,-7.0,8.0,0.0,1.0,1980.0
Rock County,2020-09-13,-9.0,-7.0,-4.0,-1.0,2011.0
Rock County,2020-09-14,-6.0,-10.0,-25.0,5.0,2038.0
Rock County,2020-09-15,-7.0,-8.0,-27.0,5.0,2063.0
Rock County,2020-09-16,-6.0,-10.0,-26.0,5.0,2091.0
Rock County,2020-09-17,-9.0,-8.0,-24.0,6.0,2126.0
Rock County,2020-09-18,-9.0,-12.0,-23.0,5.0,2162.0
Rock County,2020-09-19,-1.0,10.0,-1.0,-2.0,2207.0
Rock County,2020-09-20,-8.0,-6.0,-4.0,-1.0,2231.0
Rock County,2020-09-21,-7.0,-10.0,-27.0,6.0,2268.0
Rock County,2020-09-22,-8.0,-12.0,-29.0,6.0,2287.0
Rock County,2020-09-23,-9.0,-10.0,-25.0,6.0,2327.0
Rock County,2020-09-24,-12.0,-10.0,-23.0,6.0,2382.0
Rock County,2020-09-25,-10.0,-12.0,-23.0,6.0,2447.0
Rock County,2020-09-26,-7.0,9.0,1.0,-1.0,2473.0
Rock County,2020-09-27,-10.0,-7.0,-5.0,0.0,2540.0
Rock County,2020-09-28,-11.0,-12.0,-25.0,7.0,2573.0
Rock County,2020-09-29,-11.0,-11.0,-26.0,7.0,2601.0
Rock County,2020-09-30,-8.0,-8.0,-26.0,6.0,2619.0
Rock County,2020-10-01,-9.0,-5.0,-21.0,6.0,2670.0
Rock County,2020-10-02,-10.0,-8.0,-21.0,6.0,2723.0
Rock County,2020-10-03,-2.0,11.0,-4.0,1.0,2782.0
Rock County,2020-10-04,-6.0,-1.0,-6.0,-1.0,2783.0
Rock County,2020-10-05,-8.0,-9.0,-26.0,6.0,2860.0
Rock County,2020-10-06,-11.0,-8.0,-28.0,6.0,2880.0
Rock County,2020-10-07,-8.0,-7.0,-25.0,6.0,2939.0
Rock County,2020-10-08,-11.0,-9.0,-23.0,6.0,3005.0
Rock County,2020-10-09,-12.0,-12.0,-23.0,6.0,3109.0
Rock County,2020-10-10,-5.0,7.0,-2.0,-1.0,3211.0
Rock County,2020-10-11,-9.0,-5.0,-5.0,-1.0,3280.0
Rock County,2020-10-12,-11.0,-12.0,-27.0,8.0,3423.0
Rock County,2020-10-13,-13.0,-11.0,-27.0,7.0,3477.0
Rock County,2020-10-14,-11.0,-9.0,-25.0,7.0,3538.0
Rock County,2020-10-15,-12.0,-7.0,-22.0,8.0,3634.0
Rock County,2020-10-16,-12.0,-11.0,-23.0,9.0,3828.0
Rock County,2020-10-17,-5.0,9.0,-3.0,2.0,3828.0
Rock County,2020-10-18,-17.0,-9.0,-9.0,3.0,3828.0
Rock County,2020-10-19,-14.0,-14.0,-25.0,8.0,4328.0
Rock County,2020-10-20,-15.0,-12.0,-28.0,8.0,4413.0
Rock County,2020-10-21,-12.0,-10.0,-25.0,7.0,4514.0
Rock County,2020-10-22,-19.0,-13.0,-25.0,10.0,4677.0
Rock County,2020-10-23,-15.0,-14.0,-27.0,11.0,4745.0
Rock County,2020-10-24,-8.0,5.0,-2.0,2.0,4833.0
Rock County,2020-10-25,-16.0,-12.0,-12.0,3.0,4960.0
Rock County,2020-10-26,-12.0,-16.0,-25.0,8.0,5150.0
Rock County,2020-10-27,-13.0,-15.0,-27.0,8.0,5305.0
Rock County,2020-10-28,-11.0,-11.0,-24.0,8.0,5364.0
Rock County,2020-10-29,-13.0,-13.0,-22.0,8.0,5428.0
Rock County,2020-10-30,-10.0,-8.0,-24.0,8.0,5653.0
Rock County,2020-10-31,-10.0,10.0,-3.0,1.0,5796.0
Rock County,2020-11-01,-15.0,-12.0,-9.0,3.0,5957.0
Rock County,2020-11-02,-12.0,-11.0,-25.0,8.0,6043.0
Rock County,2020-11-03,4.0,-8.0,-28.0,7.0,6139.0
Rock County,2020-11-04,-13.0,-14.0,-26.0,8.0,6241.0
Rock County,2020-11-05,-16.0,-15.0,-22.0,8.0,6358.0
Rock County,2020-11-06,-15.0,-18.0,-24.0,9.0,6455.0
Rock County,2020-11-07,-9.0,2.0,1.0,2.0,6653.0
Rock County,2020-11-08,-10.0,-10.0,-6.0,1.0,6884.0
Rock County,2020-11-09,-13.0,-13.0,-25.0,7.0,7023.0
Rock County,2020-11-10,-21.0,-17.0,-28.0,10.0,7089.0
Rock County,2020-11-11,-10.0,-9.0,-28.0,9.0,7241.0
Rock County,2020-11-12,-16.0,-11.0,-23.0,9.0,7396.0
Rock County,2020-11-13,-17.0,-14.0,-22.0,10.0,7546.0
Rock County,2020-11-14,-11.0,3.0,0.0,4.0,7698.0
Rock County,2020-11-15,-22.0,-15.0,-12.0,5.0,7995.0
Sauk County,2020-02-15,16.0,7.0,3.0,-1.0,0.0
Sauk County,2020-02-16,19.0,9.0,1.0,-1.0,0.0
Sauk County,2020-02-17,-2.0,-7.0,0.0,3.0,0.0
Sauk County,2020-02-18,0.0,-4.0,-5.0,2.0,0.0
Sauk County,2020-02-19,1.0,0.0,1.0,1.0,0.0
Sauk County,2020-02-20,5.0,-1.0,1.0,0.0,0.0
Sauk County,2020-02-21,14.0,2.0,3.0,0.0,0.0
Sauk County,2020-02-22,20.0,7.0,2.0,-1.0,0.0
Sauk County,2020-02-23,26.0,16.0,4.0,-3.0,0.0
Sauk County,2020-02-24,11.0,4.0,3.0,0.0,0.0
Sauk County,2020-02-25,6.0,-2.0,1.0,1.0,0.0
Sauk County,2020-02-26,10.0,-2.0,2.0,0.0,0.0
Sauk County,2020-02-27,17.0,-1.0,3.0,0.0,0.0
Sauk County,2020-02-28,20.0,1.0,1.0,1.0,0.0
Sauk County,2020-02-29,24.0,10.0,4.0,-1.0,0.0
Sauk County,2020-03-01,29.0,19.0,3.0,-2.0,0.0
Sauk County,2020-03-02,15.0,4.0,3.0,-1.0,0.0
Sauk County,2020-03-03,17.0,6.0,-2.0,1.0,0.0
Sauk County,2020-03-04,18.0,3.0,2.0,0.0,0.0
Sauk County,2020-03-05,15.0,5.0,2.0,1.0,0.0
Sauk County,2020-03-06,21.0,4.0,5.0,0.0,0.0
Sauk County,2020-03-07,31.0,16.0,6.0,-1.0,0.0
Sauk County,2020-03-08,36.0,21.0,2.0,-2.0,0.0
Sauk County,2020-03-09,17.0,3.0,1.0,1.0,0.0
Sauk County,2020-03-10,24.0,6.0,3.0,-1.0,0.0
Sauk County,2020-03-11,24.0,9.0,2.0,0.0,0.0
Sauk County,2020-03-12,25.0,19.0,0.0,1.0,0.0
Sauk County,2020-03-13,20.0,27.0,1.0,2.0,0.0
Sauk County,2020-03-14,7.0,30.0,0.0,3.0,0.0
Sauk County,2020-03-15,-1.0,29.0,-2.0,3.0,0.0
Sauk County,2020-03-16,0.0,20.0,-13.0,6.0,0.0
Sauk County,2020-03-17,-9.0,15.0,-19.0,9.0,0.0
Sauk County,2020-03-18,-33.0,5.0,-28.0,14.0,0.0
Sauk County,2020-03-19,-41.0,-3.0,-30.0,16.0,1.0
Sauk County,2020-03-20,-44.0,7.0,-34.0,18.0,2.0
Sauk County,2020-03-21,-53.0,-1.0,-32.0,13.0,2.0
Sauk County,2020-03-22,-57.0,-15.0,-40.0,10.470588235294118,2.0
Sauk County,2020-03-23,-36.0,2.0,-34.0,14.0,3.0
Sauk County,2020-03-24,-44.0,-18.0,-40.0,18.0,4.0
Sauk County,2020-03-25,-51.0,-23.0,-43.0,20.0,6.0
Sauk County,2020-03-26,-49.0,-25.0,-44.0,20.0,7.0
Sauk County,2020-03-27,-51.0,-24.0,-46.0,22.0,8.0
Sauk County,2020-03-28,-67.0,-30.0,-45.0,15.2,11.0
Sauk County,2020-03-29,-66.0,-29.0,-48.0,12.75,12.0
Sauk County,2020-03-30,-41.0,-17.0,-43.0,17.0,13.0
Sauk County,2020-03-31,-46.0,-23.0,-46.0,20.0,13.0
Sauk County,2020-04-01,-40.0,-18.0,-46.0,19.0,14.0
Sauk County,2020-04-02,-41.0,-18.0,-46.0,19.0,16.0
Sauk County,2020-04-03,-47.0,-17.0,-47.0,23.0,18.0
Sauk County,2020-04-04,-58.0,-15.0,-46.0,13.4,18.0
Sauk County,2020-04-05,-53.0,-10.0,-48.0,10.1875,18.0
Sauk County,2020-04-06,-47.0,-18.0,-43.0,18.0,18.0
Sauk County,2020-04-07,-42.0,-16.0,-46.0,18.0,20.0
Sauk County,2020-04-08,-45.0,-17.0,-45.0,20.0,20.0
Sauk County,2020-04-09,-42.0,-11.0,-45.0,20.0,21.0
Sauk County,2020-04-10,-48.0,-7.0,-52.0,23.0,25.0
Sauk County,2020-04-11,-58.0,-1.0,-45.0,12.35,25.0
Sauk County,2020-04-12,-79.0,-39.0,-52.0,12.666666666666666,26.0
Sauk County,2020-04-13,-49.0,-21.0,-42.0,19.0,26.0
Sauk County,2020-04-14,-46.0,-18.0,-44.0,20.0,28.0
Sauk County,2020-04-15,-37.0,-8.0,-44.0,19.0,31.0
Sauk County,2020-04-16,-40.0,-10.0,-43.0,19.0,31.0
Sauk County,2020-04-17,-45.0,-10.0,-45.0,22.0,31.0
Sauk County,2020-04-18,-53.0,-2.0,-41.0,11.35,32.0
Sauk County,2020-04-19,-49.0,-1.0,-42.0,9.235294117647058,33.0
Sauk County,2020-04-20,-40.0,-15.0,-42.0,16.0,34.0
Sauk County,2020-04-21,-37.0,-8.0,-42.0,18.0,34.0
Sauk County,2020-04-22,-38.0,-10.0,-41.0,18.0,36.0
Sauk County,2020-04-23,-41.0,-8.0,-41.0,19.0,37.0
Sauk County,2020-04-24,-45.0,-5.0,-44.0,20.0,38.0
Sauk County,2020-04-25,-51.0,0.0,-39.0,10.666666666666666,38.0
Sauk County,2020-04-26,-44.0,8.0,-42.0,7.0,40.0
Sauk County,2020-04-27,-35.0,-5.0,-39.0,17.0,42.0
Sauk County,2020-04-28,-32.0,-6.0,-42.0,11.0,44.0
Sauk County,2020-04-29,-37.0,-3.0,-41.0,19.0,44.0
Sauk County,2020-04-30,-29.0,7.0,-40.0,15.0,45.0
Sauk County,2020-05-01,-32.0,16.0,-42.0,17.0,58.0
Sauk County,2020-05-02,-42.0,21.0,-35.0,9.0,64.0
Sauk County,2020-05-03,-35.0,24.0,-39.0,5.222222222222222,65.0
Sauk County,2020-05-04,-28.0,11.0,-38.0,14.0,66.0
Sauk County,2020-05-05,-27.0,13.0,-39.0,16.0,67.0
Sauk County,2020-05-06,-28.0,9.0,-38.0,14.0,70.0
Sauk County,2020-05-07,-28.0,14.0,-37.0,14.0,69.0
Sauk County,2020-05-08,-35.0,13.0,-39.0,17.0,69.0
Sauk County,2020-05-09,-43.0,28.0,-32.0,10.0,71.0
Sauk County,2020-05-10,-49.0,9.0,-40.0,7.611111111111111,71.0
Sauk County,2020-05-11,-31.0,8.0,-38.0,13.0,72.0
Sauk County,2020-05-12,-20.0,12.0,-37.0,13.0,73.0
Sauk County,2020-05-13,-24.0,12.0,-38.0,15.0,73.0
Sauk County,2020-05-14,-21.0,9.0,-37.0,15.0,74.0
Sauk County,2020-05-15,-24.0,17.0,-38.0,14.0,76.0
Sauk County,2020-05-16,-30.0,26.0,-30.0,8.0,77.0
Sauk County,2020-05-17,-44.0,2.0,-37.0,8.777777777777779,77.0
Sauk County,2020-05-18,-23.0,8.0,-33.0,14.0,77.0
Sauk County,2020-05-19,-15.0,10.0,-34.0,13.0,77.0
Sauk County,2020-05-20,-7.0,17.0,-33.0,11.0,77.0
Sauk County,2020-05-21,-5.0,19.0,-33.0,11.0,77.0
Sauk County,2020-05-22,-10.0,25.0,-37.0,12.0,77.0
Sauk County,2020-05-23,-17.0,29.0,-25.0,7.0,77.0
Sauk County,2020-05-24,16.0,52.0,-28.0,1.0,77.0
Sauk County,2020-05-25,25.0,25.0,-71.0,18.0,77.0
Sauk County,2020-05-26,7.0,18.0,-31.0,10.0,77.0
Sauk County,2020-05-27,8.0,23.0,-30.0,10.0,78.0
